id,label,predict
1561,0,0
887,0,1
916,0,1
2050,0,0
1497,0,1
1650,0,0
1582,0,1
393,0,1
1785,0,0
601,0,1
548,0,1
1276,0,1
2162,0,1
1853,0,0
2208,0,0
830,0,1
2688,0,1
440,0,1
1216,0,1
334,0,0
2348,0,0
332,0,0
2230,0,0
2530,0,1
1723,0,1
1261,0,0
212,0,0
193,0,1
41,0,1
2237,0,0
2709,0,0
1690,0,1
2699,0,0
229,0,1
4,0,1
261,0,1
114,0,1
484,0,0
1268,0,1
893,0,1
372,0,1
1893,0,0
1251,0,1
1592,0,1
130,0,0
1999,0,0
1713,0,0
163,0,0
2823,0,1
498,0,1
543,0,1
1516,0,1
16,0,1
2683,0,0
849,0,1
1461,0,1
1543,0,1
2752,0,1
247,0,1
1239,0,0
2226,0,1
1814,0,1
2665,0,1
2414,0,1
349,0,1
471,0,1
2856,0,1
2179,0,0
1751,0,1
1673,0,1
380,0,1
2202,0,1
1168,0,1
616,0,0
288,0,1
2867,0,1
322,0,1
2801,0,1
1902,0,1
2270,0,0
331,0,1
1578,0,0
2547,0,1
649,0,0
1479,0,1
476,0,1
151,0,1
403,0,1
840,0,1
2829,0,0
1968,0,1
1720,0,1
1800,0,1
1224,0,0
30,0,0
518,0,1
889,0,1
613,0,1
1560,0,1
1613,0,0
786,0,0
2489,0,1
1752,0,1
1490,0,1
765,0,1
425,0,1
618,0,1
2140,0,0
2435,0,1
2394,0,1
71,0,1
2437,0,0
1468,0,1
399,0,1
1534,0,1
1186,0,0
18,0,1
764,0,1
1761,0,1
492,0,0
1240,0,1
454,0,0
1628,0,0
643,0,1
542,0,1
755,0,1
1475,0,0
1748,0,1
1697,0,1
2340,0,0
763,0,1
1160,0,1
720,0,1
2250,0,0
657,0,1
391,0,0
1515,0,0
1256,0,1
1898,0,1
2053,0,1
1649,0,0
49,0,1
281,0,1
1894,0,1
1484,0,1
884,0,1
773,0,1
2722,0,0
234,0,1
2746,0,0
2078,1,1
713,1,0
179,1,1
960,1,1
2028,1,1
2434,1,0
2743,1,0
1072,1,1
2192,1,1
2620,1,1
2585,1,1
2589,1,1
1633,1,0
1057,1,1
1601,1,0
1579,1,0
2539,1,1
266,1,0
1330,1,1
1081,1,1
1745,1,1
1368,1,1
333,1,0
401,1,1
2118,1,1
2855,1,1
1981,1,1
864,1,1
161,1,0
1347,1,0
2429,1,1
1460,1,0
2279,1,1
814,1,0
1754,1,1
1820,1,0
1373,1,1
2325,1,0
2105,1,1
1910,1,1
1023,1,1
1110,1,1
906,1,1
1098,1,1
164,1,1
1533,1,1
286,1,0
857,1,1
248,1,1
2534,1,1
2541,1,1
241,1,1
1787,1,1
2418,1,1
2858,1,1
2288,1,0
1085,1,0
1112,1,1
1976,1,1
126,1,1
2628,1,1
1566,1,1
1073,1,1
2277,1,1
1141,1,1
2366,1,0
1,1,1
1563,1,1
2049,1,1
447,1,0
2312,1,1
1542,1,0
2326,1,1
1445,1,1
2123,1,1
1559,1,1
206,1,1
210,1,0
2806,1,1
994,1,1
1887,1,1
853,1,0
990,1,1
1374,1,1
2570,1,1
2383,1,0
1555,1,1
2550,1,1
1099,1,1
277,1,1
2819,1,1
1949,1,0
2485,1,1
2014,1,1
2505,1,1
2425,1,0
1049,1,1
2267,1,1
251,1,1
724,1,1
2493,1,1
2494,1,1
2398,1,1
1407,1,0
1813,1,0
1884,1,1
2063,1,1
2700,1,0
83,1,1
239,1,0
2137,1,1
2475,1,1
255,1,1
925,1,1
2774,1,1
2057,1,1
2029,1,0
2283,1,1
1416,1,0
1581,1,0
2465,1,1
437,1,0
2220,1,1
1604,1,1
1763,1,0
807,1,1
2012,1,1
2233,1,1
2361,1,1
510,1,1
1821,1,0
1950,1,1
1801,1,0
34,1,0
2439,1,1
934,1,1
768,1,1
1061,1,1
1298,1,1
2565,1,1
93,1,1
1896,1,0
2112,1,1
2548,1,1
1948,1,1
2456,1,1
785,1,1
2007,1,0
1144,1,1
1923,1,1
